timestamp,burst,altitude,northing,easting,serie,timestamp,burst,altitude,northing,easting,serie
1447411089200896,2,107.054583,5735216.77728,620476.1111,119,1439478687138530,2,108.771464,5735215.8407,620473.548541,119
1447411090763402,2,107.118645,5735209.903961,620468.615072,120,1439478688951064,2,108.779265,5735209.13769,620465.960165,120
1447411091075903,2,107.146873,5735208.446884,620467.001636,120,1439478689326071,2,108.813453,5735207.79338,620464.40891,120
1447411091388407,2,107.143576,5735207.00444,620465.385863,120,1439478689701076,2,108.829106,5735206.33966,620462.70655,120
1447411091700911,2,107.142898,5735205.669025,620463.837672,120,1439478690076085,2,108.857967,5735204.87961,620461.003634,120
1447411092013416,2,107.155369,5735204.271618,620462.176123,120,1439478690451089,2,108.862224,5735203.4126,620459.227128,120
1447411093575933,2,107.075414,5735198.08028,620454.271798,121,1439478691888614,2,108.813626,5735197.95368,620452.302514,121
1447411093950939,2,107.070803,5735196.781632,620452.329299,121,1439478692263618,2,108.752371,5735196.61143,620450.549961,121
1447411094325942,2,107.105633,5735195.504955,620450.470257,121,1439478692638627,2,108.745543,5735195.23401,620448.648521,121
1447411094700947,2,107.101823,5735194.402013,620448.591914,121,1439478693013630,2,108.724694,5735193.88106,620446.695573,121
1447411095075950,2,107.076609,5735193.283452,620446.579092,121,1439478693388635,2,108.724988,5735192.55127,620444.693708,121
1447411096763468,2,107.05916,5735188.623905,620437.681182,122,1439478694951161,2,108.828213,5735187.42476,620435.997953,122
1447411097138472,2,107.028632,5735187.55418,620435.733309,122,1439478695326164,2,108.917106,5735186.3016,620433.93407,122
1447411097513477,2,107.050538,5735186.472429,620433.725481,122,1439478695638669,2,108.919619,5735185.3016,620432.069377,122
1447411097888480,2,107.065846,5735185.368938,620431.734005,122,1439478695951173,2,108.906589,5735184.29824,620430.217921,122
1447411098263484,2,107.069923,5735184.271582,620429.918305,122,1439478696326180,2,108.983611,5735183.19539,620428.165004,122
1447411100013502,2,107.089386,5735179.229601,620421.19381,123,1439478697888702,2,109.048953,5735178.27786,620419.375734,123
1447411100451005,2,107.236718,5735177.976143,620419.226038,123,1439478698326210,2,109.007601,5735176.99496,620417.152538,123
1447411100826003,2,107.244544,5735176.937602,620417.492109,123,1439478698763715,2,109.005963,5735175.67416,620414.883894,123
1447411101263507,2,107.36929,5735175.740671,620415.717386,123,1439478699138720,2,109.017587,5735174.55809,620412.980811,123
1447411101701010,2,107.363416,5735174.540161,620413.832227,123,1439478699513726,2,109.026217,5735173.46269,620411.101454,123
1447411103763533,2,107.515437,5735168.775051,620405.668227,124,1439478701513749,2,109.12637,5735168.70762,620402.266424,124
1447411104201041,2,107.623098,5735167.535327,620403.948604,124,1439478702013753,2,109.146334,5735167.84607,620400.334542,124
1447411104638544,2,107.60807,5735166.372056,620402.133254,124,1439478702576259,2,109.190121,5735167.03519,620398.287491,124
1447411105076049,2,107.605309,5735165.281419,620400.279277,124,1439478703138766,2,109.20933,5735166.34759,620396.375758,124
1447411105513559,2,107.740372,5735164.258274,620398.430764,124,1439478703763775,2,109.254592,5735165.67741,620394.337173,124
1447411107638581,2,108.098483,5735160.907887,620389.078765,125,1439478706326323,2,109.425406,5735163.42857,620384.457466,125
1447411108138582,2,108.118336,5735160.346178,620386.817326,125,1439478706763830,2,109.443377,5735162.97191,620382.433812,125
1447411108576084,2,108.161467,5735159.842438,620384.859497,125,1439478707201338,2,109.442096,5735162.43345,620380.299627,125
1447411109013586,2,108.174617,5735159.41281,620382.817651,125,1439478707638849,2,109.453056,5735161.88959,620378.130179,125
1447411109451091,2,108.523557,5735158.903526,620380.820919,125,1439478708076354,2,109.456743,5735161.31946,620375.919128,125
1447411111451114,2,109.135873,5735156.862177,620371.129546,126,1439478709888887,2,109.515874,5735158.79607,620366.882008,126
1447411111888618,2,109.147737,5735156.358139,620368.889024,126,1439478710326391,2,109.535517,5735158.19205,620364.827003,126
1447411112326123,2,109.403864,5735155.720257,620366.682105,126,1439478710763897,2,109.559931,5735157.5908,620362.678841,126
1447411112763629,2,109.432084,5735155.177846,620364.525914,126,1439478711263902,2,109.598888,5735156.90012,620360.206443,126
1447411113201137,2,109.582297,5735154.651153,620362.340864,126,1439478711701407,2,109.618011,5735156.31166,620358.038981,126
1447411115138657,2,109.676548,5735151.938591,620352.491069,127,1439478713888938,2,109.683661,5735153.57337,620348.155559,127
1447411115638663,2,109.791963,5735151.203642,620349.990255,127,1439478714388948,2,109.685578,5735153.05468,620346.212882,127
1447411116013666,2,109.809059,5735150.65589,620348.035192,127,1439478714888958,2,109.71861,5735152.57792,620344.254823,127
1447411116451173,2,109.894505,5735150.028567,620345.845116,127,1439478715388961,2,109.740646,5735152.07229,620342.18416,127
1447411116826175,2,109.916989,5735149.489536,620343.90786,127,1439478715888965,2,109.775699,5735151.58853,620340.010108,127
1447411118888687,2,110.133213,5735146.817254,620334.108224,128,1439478717951494,2,109.970963,5735149.6851,620330.185031,128
1447411119388693,2,110.189403,5735146.2703,620331.943457,128,1439478718389002,2,109.999346,5735149.39017,620328.026526,128
1447411119888696,2,110.203496,5735145.795477,620329.799706,128,1439478718826510,2,110.014623,5735149.17953,620325.954639,128
1447411120388706,2,110.334312,5735145.319204,620327.72741,128,1439478719264021,2,110.058044,5735149.00962,620323.804766,128
1447411120888711,2,110.339829,5735145.027223,620325.708133,128,1439478719701529,2,110.068698,5735148.90853,620321.691561,128
1447411123826246,2,110.713928,5735147.025649,620316.241282,129,1439478721951563,2,110.156559,5735148.81671,620311.513566,129
1447411124638750,2,110.780506,5735148.691146,620315.119458,129,1439478722514065,2,110.169628,5735148.90637,620309.175755,129
1447411125513755,2,110.763854,5735150.697077,620314.834525,129,1439478723076569,2,110.171628,5735148.91687,620307.15347,129
1447411126326262,2,110.824905,5735152.553548,620315.456709,129,1439478723701574,2,110.165929,5735149.00044,620305.142758,129
1447411127138772,2,110.919702,5735154.155124,620316.844524,129,1439478724514088,2,110.131474,5735149.16712,620303.032911,129
1447411130326310,2,111.187825,5735156.915257,620326.256075,130,1439478729076658,2,109.93108,5735156.59782,620300.456328,130
1447411130888813,2,111.183241,5735157.285931,620328.255087,130,1439478729701667,2,109.917969,5735157.66225,620302.218877,130
1447411131451318,2,111.321734,5735157.667423,620330.289208,130,1439478730264174,2,109.879502,5735158.32251,620304.173028,130
1447411132013820,2,111.335321,5735158.052574,620332.350133,130,1439478730764181,2,109.882442,5735158.83455,620306.1332,130
1447411132576328,2,111.374497,5735158.415274,620334.454356,130,1439478731264192,2,109.799334,5735159.10623,620308.245876,130
1447411134951353,2,111.488327,5735160.427841,620344.255216,131,1439478733701734,2,109.703294,5735161.08907,620320.580528,131
1447411135388862,2,111.660914,5735160.903253,620346.258642,131,1439478734076740,2,109.686634,5735161.44359,620322.674972,131
1447411135826362,2,111.668768,5735161.349602,620348.260967,131,1439478734451747,2,109.609314,5735161.67088,620324.753077,131
1447411136263871,2,111.876718,5735161.817583,620350.19758,131,1439478734826754,2,109.597377,5735162.0149,620326.740524,131
1447411136701373,2,111.900959,5735162.299162,620352.218723,131,1439478735201760,2,109.559219,5735162.29069,620328.796408,131
1447411138763894,2,112.0903,5735164.628188,620362.018821,132,1439478737014290,2,109.458158,5735163.96551,620338.81508,132
1447411139201399,2,112.168657,5735165.130386,620364.180504,132,1439478737389295,2,109.435536,5735164.32786,620340.861966,132
1447411139638905,2,112.161292,5735165.661933,620366.338376,132,1439478737764301,2,109.403567,5735164.69419,620342.833691,132
1447411140076411,2,112.145242,5735166.194475,620368.513257,132,1439478738201808,2,109.329726,5735165.11265,620345.247539,132
1447411140513915,2,112.253816,5735166.707996,620370.724452,132,1439478738576816,2,109.317625,5735165.54481,620347.382321,132
1447411142451441,2,112.443042,5735169.131203,620380.576039,133,1439478740389340,2,109.347427,5735167.62944,620357.512191,133
1447411142826442,2,112.443258,5735169.625596,620382.529206,133,1439478740764346,2,109.32134,5735168.05611,620359.57035,133
1447411143263944,2,112.540863,5735170.167345,620384.716369,133,1439478741201853,2,109.285774,5735168.63179,620362.043335,133
1447411143638946,2,112.553969,5735170.660972,620386.681541,133,1439478741576860,2,109.259975,5735169.08705,620364.260436,133
1447411144013949,2,112.561739,5735171.152832,620388.650241,133,1439478742014368,2,109.236681,5735169.59829,620366.855324,133
1447411145888977,2,112.769928,5735173.618018,620398.568272,134,1439478743701891,2,109.114857,5735171.65199,620376.66738,134
1447411146326477,2,112.837198,5735174.248203,620400.913221,134,1439478744076897,2,109.091289,5735172.12999,620378.915988,134
1447411146763982,2,112.844731,5735174.869175,620403.116027,134,1439478744514403,2,109.06322,5735172.71741,620381.453187,134
1447411147138988,2,112.839029,5735175.441961,620405.108967,134,1439478744889409,2,109.039531,5735173.18824,620383.687166,134
1447411147513995,2,112.944317,5735176.009876,620407.130931,134,1439478745264415,2,109.010988,5735173.65964,620385.74094,134
1447411149389010,2,113.263508,5735179.139951,620416.592036,135,1439478746951942,2,108.955431,5735175.80464,620395.527425,135
1447411149826515,2,113.284178,5735179.916855,620418.664028,135,1439478747326948,2,108.926436,5735176.34697,620397.56977,135
1447411150264020,2,113.503255,5735180.758187,620420.70027,135,1439478747701952,2,108.92263,5735176.92704,620399.7788,135
1447411150701527,2,113.52493,5735181.517476,620422.592335,135,1439478748139458,2,108.885841,5735177.68796,620402.312264,135
1447411151201529,2,113.513996,5735182.388873,620424.812281,135,1439478748514463,2,108.850941,5735178.32714,620404.546812,135
1447411153326547,2,113.650418,5735186.707081,620434.209213,136,1439478751014502,2,108.799223,5735183.37082,620419.30325,136
1447411153764048,2,113.645969,5735187.660618,620436.116343,136,1439478751452008,2,108.760048,5735184.42622,620421.860219,136
1447411154201552,2,113.626884,5735188.55687,620437.92476,136,1439478751827014,2,108.750596,5735185.31057,620423.967362,136
1447411154639054,2,113.632593,5735189.555289,620439.813179,136,1439478752202018,2,108.673403,5735186.29512,620426.11836,136
1447411155076559,2,113.637214,5735190.575704,620441.698024,136,1439478752577024,2,108.676218,5735187.27461,620428.25928,136
1447411157201586,2,113.730554,5735195.81909,620450.402263,137,1439478754264537,2,108.508176,5735191.89223,620437.14818,137
1447411157639089,2,113.731977,5735196.980172,620452.038904,137,1439478754639541,2,108.499507,5735192.95939,620439.026674,137
1447411158139095,2,113.74548,5735198.315931,620453.823851,137,1439478755014546,2,108.480769,5735194.02296,620440.827969,137
1447411158639104,2,113.797103,5735199.635417,620455.543852,137,1439478755389552,2,108.441843,5735195.09674,620442.53936,137
1447411159139107,2,113.870825,5735200.956005,620457.169283,137,1439478755827060,2,108.403545,5735196.30112,620444.416047,137
1447411162264140,2,114.012819,5735207.556892,620464.827696,138,1439478757952099,2,108.288083,5735202.37192,620452.510333,138
1447411163201650,2,113.966673,5735208.870818,620466.311943,138,1439478758514609,2,108.267156,5735203.74222,620454.126602,138
1447411165826669,2,114.132771,5735210.118026,620467.763028,138,1439478759139622,2,108.211142,5735205.08019,620455.645247,138
1447411176139286,2,114.249792,5735210.284891,620467.73009,138,1439478759889635,2,108.189999,5735206.40526,620457.148422,138
1447411188889418,2,113.608726,5735210.109292,620467.798257,138,1439478761327158,2,108.147977,5735207.85267,620458.716944,138
1447411195326986,2,113.884525,5735217.064684,620474.88389,139,1439478770702298,2,108.110515,5735214.66765,620466.021807,139
1447411195951991,2,113.832427,5735218.844174,620476.113709,139,1439478771389811,2,108.09357,5735216.15697,620467.643276,139
1447411196514496,2,113.874584,5735220.637623,620476.988532,139,1439478772077322,2,108.097917,5735217.60435,620469.218998,139
1447411197076998,2,113.835294,5735222.736248,620477.584123,139,1439478772702324,2,108.089988,5735218.99476,620470.697397,139
1447411197577001,2,113.901662,5735224.713093,620477.708998,139,1439478773389829,2,108.049949,5735220.77504,620472.447028,139
1447411199702018,2,114.050274,5735234.362953,620474.617005,140,1439478775889870,2,107.9709,5735229.84537,620476.177243,140
1447411200077027,2,114.049249,5735236.30274,620473.721658,140,1439478776389875,2,108.055776,5735232.14756,620475.743515,140
1447411200452030,2,114.179156,5735238.336336,620472.807839,140,1439478776827377,2,108.058501,5735234.13459,620475.057479,140
1447411200827032,2,114.168255,5735240.48874,620471.82415,140,1439478777202382,2,108.069189,5735235.97169,620474.245784,140
1447411201202036,2,114.239802,5735242.621319,620470.877041,140,1439478777577388,2,108.089933,5735237.84113,620473.388203,140
1447411202639552,2,114.263423,5735251.937724,620466.924303,141,1439478779952430,2,108.097478,5735249.43847,620468.059297,141
1447411202952053,2,114.252824,5735254.149304,620466.009668,141,1439478780389941,2,107.934107,5735251.27542,620467.184223,141
1447411203264557,2,114.301475,5735256.394593,620465.083421,141,1439478780827439,2,107.940027,5735253.25209,620466.304753,141
1447411203577065,2,114.285905,5735258.532661,620464.183619,141,1439478781264944,2,107.881303,5735255.20194,620465.41834,141
1447411203827063,2,114.266991,5735260.402162,620463.391255,141,1439478781639949,2,107.884599,5735257.10621,620464.593812,141
1447411205139577,2,114.274533,5735269.701243,620459.374234,142,1439478783389979,2,107.931224,5735266.68673,620460.504251,142
1447411205389580,2,114.23637,5735271.567785,620458.562687,142,1439478783702482,2,107.93707,5735268.55922,620459.70976,142
1447411205702084,2,114.231225,5735273.71919,620457.631425,142,1439478784014988,2,107.937876,5735270.64708,620458.819341,142
1447411205952087,2,114.224659,5735275.580162,620456.827378,142,1439478784327496,2,107.938755,5735272.66193,620457.979776,142
1447411206264591,2,114.058604,5735277.931261,620455.755661,142,1439478784639999,2,107.926369,5735274.89846,620457.021593,142
1447411207577121,2,113.840558,5735287.269133,620451.730319,143,1439478785952526,2,108.00534,5735284.48813,620452.909824,143
1447411207827109,2,113.831072,5735289.149737,620450.948393,143,1439478786265028,2,107.970809,5735286.73054,620451.978715,143
1447411208139614,2,113.808737,5735291.337912,620450.048166,143,1439478786515035,2,107.977274,5735288.70488,620451.113417,143
1447411208389616,2,113.687881,5735293.261633,620449.202123,143,1439478786765041,2,107.978099,5735290.53432,620450.304394,143
1447411208702122,2,113.674913,5735295.487095,620448.301291,143,1439478787015045,2,107.982198,5735292.5163,620449.423789,143
1447411209952126,2,113.58936,5735305.027454,620444.416248,144,1439478788327563,2,108.140649,5735302.39402,620444.960147,144
1447411210264630,2,113.580403,5735307.464547,620443.389899,144,1439478788577565,2,108.150632,5735304.46191,620444.028122,144
1447411210514631,2,113.566759,5735309.311533,620442.620267,144,1439478788827567,2,108.148278,5735306.38156,620443.159596,144
1447411210764636,2,113.55275,5735311.324863,620441.769204,144,1439478789077568,2,108.144327,5735308.47181,620442.210942,144
1447411211014638,2,113.535691,5735313.199855,620440.967692,144,1439478789327572,2,108.17165,5735310.30508,620441.361763,144
1447411212202151,2,113.671614,5735322.259513,620436.680434,145,1439478790515082,2,108.060365,5735319.81099,620436.984694,145
1447411212452155,2,113.668962,5735324.377919,620435.766517,145,1439478790765087,2,108.062677,5735321.72128,620436.135255,145
1447411212702157,2,113.643461,5735326.338331,620434.916806,145,1439478791015090,2,108.070709,5735323.78823,620435.215388,145
1447411212952160,2,113.606988,5735328.468248,620433.991165,145,1439478791265096,2,108.129831,5735325.58367,620434.342934,145
1447411213202169,2,113.618371,5735330.403157,620433.101812,145,1439478791515098,2,108.13397,5735327.64671,620433.420863,145
1447411214327179,2,113.565421,5735339.753985,620428.91979,146,1439478793327632,2,108.088729,5735341.73413,620426.928061,146
1447411214577182,2,113.547775,5735341.75808,620428.041936,146,1439478793577630,2,108.089246,5735343.79578,620425.979744,146
1447411214827183,2,113.527121,5735343.930098,620427.077598,146,1439478793827633,2,108.088785,5735345.70406,620425.10802,146
1447411215077185,2,113.510104,5735345.930951,620426.167242,146,1439478794077636,2,108.139985,5735347.73576,620424.221956,146
1447411215327185,2,113.497264,5735348.031619,620425.104438,146,1439478794327644,2,108.143788,5735349.66174,620423.352738,146
1447411216452198,2,113.424365,5735357.20979,620420.529905,147,1439478795452661,2,108.21571,5735358.90892,620419.249369,147
1447411216702200,2,113.409971,5735359.172553,620419.552679,147,1439478795702665,2,108.21205,5735360.88973,620418.370347,147
1447411216952203,2,113.386604,5735361.292958,620418.505637,147,1439478795952671,2,108.218307,5735363.04157,620417.417397,147
1447411217202207,2,113.406863,5735363.20025,620417.610022,147,1439478796202674,2,108.345742,5735365.00971,620416.612856,147
1447411217452211,2,113.385121,5735365.307169,620416.597879,147,1439478796452675,2,108.339281,5735367.1683,620415.657925,147
1447411218639725,2,113.2383,5735374.789204,620412.275673,148,1439478797577688,2,108.303943,5735376.38999,620411.581863,148
1447411218889726,2,113.210838,5735376.859521,620411.338507,148,1439478797827693,2,108.299003,5735378.33776,620410.718456,148
1447411219139725,2,113.211845,5735378.727106,620410.515468,148,1439478798077698,2,108.289837,5735380.42893,620409.790027,148
1447411219452228,2,113.169134,5735381.270422,620409.386487,148,1439478798327702,2,108.273018,5735382.34255,620408.937685,148
1447411219702228,2,113.138816,5735383.178872,620408.555028,148,1439478798577707,2,108.253521,5735384.39912,620408.020843,148
1447411220889738,2,112.997992,5735392.670504,620404.480736,149,1439478799765230,2,108.183643,5735393.69992,620403.874037,149
1447411221139743,2,113.014236,5735394.537669,620403.675953,149,1439478800015228,2,108.175054,5735395729,620402.979624,149
1447411221389745,2,112.980816,5735396.552125,620402.786843,149,1439478800265230,2,108.158941,5735397.59768,620402.157919,149
1447411221639747,2,112.947891,5735398.391915,620401.967704,149,1439478800515234,2,108.141234,5735399.62659,620401.274697,149
1447411221889753,2,112.922507,5735400.367776,620401.093116,149,1439478800765240,2,108.12288,5735401.5043,620400.463668,149
1447411223139763,2,112.760783,5735409.551121,620397.119484,150,1439478801952755,2,108.139482,5735410.91388,620396.417702,150
1447411223389764,2,112.728669,5735411.425324,620396.323588,150,1439478802202759,2,108.124308,5735412.80174,620395.610093,150
1447411223702269,2,112.69404,5735413.563662,620395.417294,150,1439478802452764,2,108.104788,5735414.85095,620394.727119,150
1447411224014772,2,112.661522,5735415.814394,620394.459163,150,1439478802702768,2,108.092164,5735416.74254,620393.900646,150
1447411224327275,2,112.603069,5735418.004162,620393.508236,150,1439478802952772,2,108.08439,5735418.79377,620393.003492,150
1447411225702289,2,112.53418,5735427.428672,620389.639916,151,1439478804202789,2,107.906256,5735428.65958,620388.787761,151
1447411226014792,2,112.505761,5735429.651021,620388.705837,151,1439478804452797,2,107.89541,5735430.69628,620387.875312,151
1447411226327296,2,112.483671,5735431.585521,620387.579925,151,1439478804702800,2,107.889384,5735432.57182,620387.040955,151
1447411226639800,2,112.455896,5735433.663463,620386.702283,151,1439478804952803,2,107.874159,5735434.5896,620386.147647,151
1447411226952304,2,112.423223,5735435.881371,620385.768344,151,1439478805202806,2,107.841789,5735436.4674,620385.397625,151
1447411228327316,2,112.452207,5735445.093306,620381.805679,152,1439478806515329,2,107.842169,5735445.9511,620381.219428,152
1447411228639820,2,112.423326,5735447.038074,620380.98539,152,1439478806827833,2,107.837496,5735447.93514,620380.349868,152
1447411228952324,2,112.399635,5735449.076736,620380.116722,152,1439478807140335,2,107.891851,5735449.88365,620379.62649,152
1447411229264827,2,112.460773,5735451.027559,620379.253706,152,1439478807452841,2,107.880361,5735451.83815,620378.764929,152
1447411229577331,2,112.436145,5735452.876162,620378.465862,152,1439478807827845,2,107.889384,5735453.9403,620377.836089,152
1447411231202352,2,112.218752,5735462.29079,620374.471126,153,1439478809702875,2,107.565974,5735463.10164,620373.802186,153
1447411231577358,2,112.189435,5735464.407449,620373.575086,153,1439478810202884,2,107.571487,5735465.09189,620372.93083,153
1447411231952367,2,112.160712,5735466.480893,620372.700268,153,1439478810765391,2,107.556579,5735467.04197,620372.063889,153
1447411232327366,2,112.384952,5735468.501084,620371.875709,153,1439478811390400,2,107.538408,5735468.92508,620371.217237,153
1447411232702370,2,112.364625,5735470.384891,620371.085568,153,1439478812140413,2,107.374265,5735470.40768,620370.487379,153
1447411234702384,2,112.252785,5735479.715979,620367.132191,154,1439478863953715,2,107.399592,5735475.92772,620368.891807,154
1447411235264891,2,112.200558,5735481.791071,620366.275594,154,1439478865203719,2,107.114969,5735477.59211,620368.318407,154
1447411235889895,2,112.155882,5735483.69544,620365.505196,154,1439478866078729,2,106.980385,5735479.41757,620367.487146,154
1447411236577415,2,111.849225,5735485.374287,620364.668342,154,1439478866766241,2,106.989491,5735481.30721,620366.648821,154
1447411237577413,2,111.704378,5735487.205617,620363.805829,154,1439478867328751,2,106.974666,5735483.15243,620365.830688,154
1447411259577642,2,110.960934,5735493.759757,620360.851118,155,1439478870203796,2,106.948624,5735492.39085,620361.827473,155
1447411260327652,2,110.890995,5735495.60653,620359.930199,155,1439478871016308,2,106.939008,5735494.24379,620361.019934,155
1447411260952660,2,110.882916,5735497.470509,620359.084745,155,1439478871891325,2,106.931335,5735496.08776,620360.20569,155
1447411261515166,2,110.806121,5735499.260233,620358.179596,155,1439478872953843,2,106.93964,5735497.99029,620359.368161,155
1447411262077673,2,110.807095,5735501.120829,620357.339961,155,1439478874328869,2,107.031741,5735499.60328,620358.667727,155
1447411269202748,2,110.451167,5735509.427782,620352.951831,156,1439478888766581,2,107.686778,5735507.48154,620355.135139,156
1447411270202757,2,110.423984,5735511.365348,620352.09241,156,1439478889329084,2,107.882164,5735509.30051,620354.190509,156
1447411270827764,2,110.42277,5735513.204462,620351.277296,156,1439478889829096,2,107.849723,5735511.34851,620353.320448,156
1447411271390266,2,110.445227,5735515.091611,620350.310809,156,1439478890266601,2,107.853922,5735513.31823,620352.492038,156
1447411271890273,2,110.436232,5735517.128272,620349.430017,156,1439478890704111,2,107.84778,5735515.38238,620351.629607,156
1447411274015290,2,110.37007,5735526.593038,620345.442486,157,1439478892454143,2,107.877816,5735524.68025,620347.850983,157
1447411274452798,2,110.35501,5735528.492073,620344.764883,157,1439478892829143,2,107.853026,5735526.73797,620347.019619,157
1447411274952800,2,110.350755,5735530.564281,620343.881368,157,1439478893141645,2,107.831986,5735528.60151,620346.291614,157
1447411275452808,2,110.343012,5735532.629702,620343.143826,157,1439478893516651,2,107.823933,5735530.72713,620345.421274,157
1447411275952814,2,110.349136,5735534.568248,620342.310361,157,1439478893891656,2,107.807877,5735532.85202,620344.536054,157
1447411278827847,2,110.202145,5735543.807275,620338.609747,158,1439478895579181,2,107.702446,5735542.15767,620340.601488,158
1447411279702858,2,110.074289,5735545.710499,620337.822861,158,1439478895954189,2,107.677481,5735544.12473,620339.750552,158
1447411280827872,2,110.117221,5735547.619904,620337.063102,158,1439478896329197,2,107.701692,5735546.02259,620338.959751,158
1447411282327889,2,110.022215,5735549.377624,620336.508964,158,1439478896766702,2,107.678598,5735548.11208,620338.110354,158
1447411290140469,2,110.064757,5735550.627873,620336.261937,158,1439478897204214,2,107.674878,5735550.05318,620337.338974,158
1447411295953027,2,109.997414,5735559.255578,620331.69827,159,1439478900454267,2,107.589342,5735559.32661,620333.57573,159
1447411296765535,2,109.952023,5735560.707285,620330.272382,159,1439478902016793,2,107.540905,5735561.15274,620332.650013,159
1447411297640541,2,109.879555,5735561.504294,620328.199374,159,1439478903641818,2,107.870749,5735562.49052,620331.562225,159
1447411298328047,2,109.84175,5735561.411006,620326.171609,159,1439478905016840,2,107.931704,5735563.48093,620329.792739,159
1447411298953052,2,109.802671,5735560.905459,620324.167098,159,1439478905891846,2,107.878515,5735563.67467,620327.761142,159
1447411301328075,2,109.686783,5735556.750499,620314.806758,160,1439478908454378,2,107.80527,5735560.27275,620318.320792,160
1447411301765581,2,109.641295,5735555.784597,620312.821999,160,1439478908891883,2,107.77048,5735559.3562,620316.49302,160
1447411302203086,2,109.550908,5735554.819577,620310.993406,160,1439478909391890,2,107.767583,5735558.3799,620314.517678,160
1447411302640591,2,109.511529,5735553.79853,620308.957322,160,1439478909891899,2,107.725366,5735557.30905,620312.444778,160
1447411303078099,2,109.533101,5735552.78867,620306.915887,160,1439478910391913,2,107.675136,5735556.18496,620310.408844,160
1447411305078121,3,109.440247,5735548.350574,620297.733874,161,1439478912766944,2,107.771037,5735550.7762,620299.122548,161
1447411305515629,3,109.45299,5735547.473471,620295.845215,161,1439478913141951,2,107.755982,5735549.80191,620297.119576,161
1447411305953135,3,109.393418,5735546.574756,620293.928549,161,1439478913516957,2,107.759877,5735548.82559,620295.157058,161
1447411306390639,3,109.420794,5735545.697162,620292.063654,161,1439478913891965,2,107.718058,5735547833,620293.16408,161
1447411306890641,3,109.3629,5735544.742593,620289.92954,161,1439478914266971,2,107.55648,5735546.97839,620291.352617,161
1447411309265665,3,109.211879,5735540.540515,620280.572808,162,1439478916079504,2,107.361648,5735542.48433,620282.329843,162
1447411309765667,3,109.1571,5735539.726517,620278.706063,162,1439478916517011,2,107.320319,5735541.4684,620280.28996,162
1447411310328172,3,109.125309,5735538.870706,620276.709868,162,1439478916954520,2,107.262355,5735540.47883,620278.280421,162
1447411310890678,3,109.079075,5735537.999228,620274.753707,162,1439478917392027,2,107.344623,5735539.60895,620276.420793,162
1447411311453179,3,108.990231,5735537.15468,620272.898232,162,1439478917829535,2,107.322778,5735538.64785,620274.503746,162
1447411313890709,3,108.746452,5735533.217181,620263.63076,163,1439478920017068,2,107.205356,5735534.2122,620265.525483,163
1447411314515716,3,108.637122,5735532.396088,620261.606288,163,1439478920517076,2,107.193869,5735533.33425,620263.602213,163
1447411315140721,3,108.588285,5735531.789334,620259.527096,163,1439478921017085,2,107.166095,5735532.52325,620261.640952,163
1447411315765725,3,108.562236,5735531.431682,620257.461398,163,1439478921579589,2,107.098647,5735532.01368,620259.433946,163
1447411316390730,3,108.617089,5735531.559415,620255.386177,163,1439478922079591,2,107.074068,5735531.91523,620257.438378,163
1447411318953256,3,108.807758,5735537.130342,620247.306487,164,1439478924517122,2,107.142495,5735536.70877,620249.016617,164
1447411319453263,3,109.044468,5735538.887172,620246.054096,164,1439478925017129,2,107.211043,5735538.44716,620247.52495,164
1447411319890768,3,109.088476,5735540.610962,620244.823796,164,1439478925454636,2,107.286572,5735540.08187,620246.265391,164
1447411320328272,3,109.139964,5735542.435427,620243.56354,164,1439478925892142,2,107.327591,5735541.82407,620245.046705,164
1447411320765777,3,109.134685,5735544.351022,620242.271294,164,1439478926329663,2,107.397525,5735543.63106,620243.831754,164
1447411322640799,3,109.443379,5735553.007924,620236.891883,165,1439478928329682,2,107.612053,5735552.19846,620238.299337,165
1447411323015799,3,109.433774,5735554.812968,620235.794192,165,1439478928767191,2,107.653643,5735554.12972,620237.047653,165
1447411323390804,3,109.85478,5735556.509595,620234.87319,165,1439478929142197,2,107.675566,5735555.82381,620235.973898,165
1447411323765807,3,109.92064,5735558.273543,620233.814994,165,1439478929517205,2,107.685176,5735557.53562,620234.895681,165
1447411324203313,3,109.988883,5735560.134992,620232.664847,165,1439478929892211,2,107.743087,5735559.26966,620233.823812,165
1447411326140832,3,110.114007,5735568.766951,620227.480669,166,1439478932392243,2,107.983276,5735570.68223,620226.55097,166
1447411326578351,3,110.149847,5735570.627341,620226.344924,166,1439478932829749,2,108.017835,5735572.69677,620225.27624,166
1447411327015844,3,110.198224,5735572.484919,620225.219967,166,1439478933267257,2,108.036582,5735574.60798,620224.094229,166
1447411327453346,3,110.195729,5735574.277476,620224.100847,166,1439478933642263,2,108.038401,5735576.33697,620222.990245,166
1447411327890851,3,110.244381,5735576.06751,620222.99379,166,1439478934017268,2,108.108275,5735578.06694,620221.891417,166
1447411330078379,3,110.407917,5735584.523308,620217.491902,167,1439478935892301,2,108.203569,5735586.55306,620216.395697,167
1447411330578382,3,110.516309,5735586.280597,620216.136867,167,1439478936267307,2,108.585027,5735588.17752,620215.317515,167
1447411331078388,3,110.530467,5735588.00291,620214.722238,167,1439478936642313,2,108.604743,5735589.77016,620214.07179,167
1447411331578395,3,110.572146,5735589.669096,620213.225717,167,1439478937017319,2,108.619101,5735591.30711,620212.755514,167
