,q_timestamp,db_timestamp,snow_timestamp,night_timestamp,serie,new_serie
608,1439478358633730,1447410649571513,1422953278653964,1415985110457986,28,
609,1439478358883736,1447410649821518,1422953278966423,1415985110770444,28,
610,1439481134051938,1447413323475001,1422955672594264,1415987440332025,482,
611,1439481134364444,1447413323787504,1422955673031709,1415987440644487,482,
612,1439481134676949,1447413324162509,1422955673469152,1415987441019438,482,
613,1439481134989455,1447413324475013,1422955673969088,1415987441394387,482,
614,1439481135301961,1447413324850016,1422955674531516,1415987441769337,482,
615,1439480226537475,1447412118274274,1422954866260258,1415986408033025,280,
616,1439480226974987,1447412118711776,1422954866635210,1415986408407975,280,
617,1439480227412492,1447412119149281,1422954867010162,1415986408782923,280,
618,1439480227850000,1447412119586791,1422954867385114,1415986409220366,280,
619,1439480228287508,1447412120024290,1422954867760065,1415986409657804,280,
620,1439478706326323,1447411107638581,1422953694599544,1415985484594900,125,
621,1439478706763830,1447411108138582,1422953694974494,1415985484969849,125,
622,1439478707201338,1447411108576084,1422953695411937,1415985485344800,125,
623,1439478707638849,1447411109013586,1422953695849380,1415985485719749,125,
624,1439478708076354,1447411109451091,1422953696286821,1415985486094698,125,
625,1439478325008257,1447410615696202,1422953247408062,1415985076337607,19,
626,1439478325320759,1447410615946204,1422953247845504,1415985076587571,19,
627,1439478325633267,1447410616258704,1422953248282947,1415985076837535,19,
628,1439478325945770,1447410616508721,1422953248720389,1415985077087504,19,
629,1439478326258284,1447410616821211,1422953249157833,1415985077337471,19,
630,1439480715732762,1447412593466941,1422955260834565,1415986797355757,365,
631,1439480716045268,1447412593904445,1422955261272009,1415986798668078,365,
632,1439480716357773,1447412594279450,1422955261709454,1415986800667812,365,
633,1439480716670280,1447412594716957,1422955262146897,1415986802605050,365,
634,1439480716982785,1447412595154459,1422955262584341,1415986804354818,365,
635,1439479313835638,1447411717707473,1422954636039902,1415986083076716,245,
636,1439479314210647,1447411718019979,1422954636414854,1415986083326679,245,
637,1439479314585655,1447411718269984,1422954636727314,1415986083576648,245,
638,1439479314960661,1447411718582485,1422954637039774,1415986083826615,245,
639,1439479315335665,1447411718832491,1422954637414725,1415986084076578,245,
640,1439479235459429,1447411656144320,1422954567048799,1415986023834688,230,
641,1439479235834426,1447411656644327,1422954567423750,1415986024272128,230,
642,1439479236209429,1447411657144331,1422954567798701,1415986024647077,230,
643,1439479236584431,1447411657644336,1422954568173653,1415986025084520,230,
644,1439479236959436,1447411658144341,1422954568548605,1415986025459470,230,
645,1439479085144589,1447411530767991,1422954447251762,1415985918411382,200,
646,1439479085394593,1447411531080492,1422954447564222,1415985918723836,200,
647,1439479085707098,1447411531330497,1422954447876681,1415985919098786,200,
648,1439479085957104,1447411531580500,1422954448189141,1415985919473736,200,
649,1439479086269612,1447411531830502,1422954448439110,1415985919786195,200,
650,1439480888860525,1447412937720715,1422955411315260,1415987193552614,405,
651,1439480889173042,1447412938158219,1422955411752703,1415987193927562,405,
652,1439480889548034,1447412938408222,1422955412190149,1415987194302513,405,
653,1439480889923038,1447412938845729,1422955412627592,1415987194677463,405,
654,1439480890298045,1447412939283235,1422955413065036,1415987195052411,405,
655,1439478806515329,1447411228327316,1422953810771878,1415985622576270,152,
656,1439478806827833,1447411228639820,1422953811146829,1415985622826237,152,
657,1439478807140335,1447411228952324,1422953811459288,1415985623076201,152,
658,1439478807452841,1447411229264827,1422953811771747,1415985623326169,152,
659,1439478807827845,1447411229577331,1422953812146698,1415985623576135,152,
660,1439478469510320,1447410813260602,1422953349644661,1415985165138085,47,
661,1439478469822826,1447410813510605,1422953349957120,1415985165450540,47,
662,1439478470072833,1447410813760608,1422953350269579,1415985165700509,47,
663,1439478470385333,1447410814010615,1422953350582037,1415985166012967,47,
664,1439478470635335,1447410814260613,1422953350894496,1415985166262933,47,
665,1439480590168273,1447412466840558,1422955111478741,1415986610005902,336,
666,1439480590668280,1447412467215563,1422955111916184,1415986610318359,336,
667,1439480591105786,1447412467590567,1422955112291135,1415986610630814,336,
668,1439480591543293,1447412467965571,1422955112728579,1415986610943276,336,
669,1439480591980800,1447412468340575,1422955113166023,1415986611318226,336,
670,1439480061034864,1447411955272518,1422954741276344,1415986243617621,269,
671,1439480061659871,1447411955835025,1422954752024962,1415986248554334,269,
672,1439480062284885,1447411956397532,1422954767335489,1415986299235096,269,
673,1439480062847390,1447411957022536,1422954768210376,1415986300609961,269,
674,1439480063409898,1447411957647540,1422954768835296,1415986301422349,269,
675,1439480151286288,1447412026085782,1422954796144281,1415986394909788,276,
676,1439480151723793,1447412026773289,1422954796956677,1415986395284736,276,
677,1439480152161298,1447412027523300,1422954798269007,1415986395659686,276,
678,1439480152598801,1447412028398321,1422954800518716,1415986396034637,276,
679,1439480153036304,1447412029710822,1422954817079086,1415986396409586,276,
680,1439481112301608,1447413300912250,1422955649284751,1415987422209459,473,
681,1439481112926616,1447413301537256,1422955649659704,1415987422584409,473,
682,1439481113426619,1447413302099763,1422955650034668,1415987422959358,473,
683,1439481113864128,1447413302599771,1422955650347115,1415987423334308,473,
684,1439481114239132,1447413303037276,1422955650722067,1415987423646762,473,
685,1439480130473464,1447412006523075,1422954775209476,1415986307671512,271,
686,1439480131098474,1447412007023077,1422954775709411,1415986308046461,271,
687,1439480131723485,1447412007460581,1422954776209347,1415986308421411,271,
688,1439480132348490,1447412007898088,1422954776771775,1415986308858853,271,
689,1439480132848493,1447412008335590,1422954777271710,1415986309233802,271,
690,1439479102582356,1447411548955677,1422954466874227,1415985936158988,206,
691,1439479102894861,1447411549268184,1422954467249179,1415985936471450,206,
692,1439479103207369,1447411549643201,1422954467624131,1415985936783908,206,
693,1439479103519873,1447411549955690,1422954467936591,1415985937096366,206,
694,1439479103832378,1447411550268193,1422954468311541,1415985937346333,206,
695,1439478654138031,1447411024950223,1422953638544369,1415985417666441,110,
696,1439478654513037,1447411025325228,1422953638981810,1415985417978898,110,
697,1439478654888044,1447411025637732,1422953639419253,1415985418291358,110,
698,1439478655263053,1447411025950238,1422953639794203,1415985418603815,110,
699,1439478655575553,1447411026325240,1422953640231647,1415985418916272,110,
700,1439479121832667,1447411570330909,1422954487684040,1415985951844381,213,
701,1439479122770184,1447411570893418,1422954488308960,1415985952156837,213,
702,1439479125082703,1447411571455921,1422954489121355,1415985952531786,213,
703,1439479140770444,1447411572205924,1422954490746145,1415985952906737,213,
704,1439479141895462,1447411573018428,1422954492245952,1415985953344178,213,
705,1439480483541573,1447412345089233,1422955046862041,1415986560262578,322,
706,1439480484479089,1447412345776741,1422955048674308,1415986561012478,322,
707,1439480485916611,1447412346464247,1422955053361205,1415986561574904,322,
708,1439480487166631,1447412347151756,1422955061297686,1415986562074833,322,
709,1439480488104145,1447412347839263,1422955062297557,1415986562512277,322,
710,1439481057238219,1447413182035925,1422955588854996,1415987355843355,453,
711,1439481057488221,1447413182348431,1422955589104964,1415987356343285,453,
712,1439481057738224,1447413182660937,1422955589417424,1415987356843220,453,
713,1439481057988226,1447413182973437,1422955589667392,1415987357280661,453,
714,1439481058238229,1447413183285941,1422955589979853,1415987357718102,453,
715,1439480691669875,1447412575779238,1422955243274319,1415986760923146,360,
716,1439480692169884,1447412576404245,1422955243711763,1415986761735536,360,
717,1439480692669896,1447412576904252,1422955244149207,1415986762360453,360,
718,1439480693169904,1447412577404259,1422955244586652,1415986762922876,360,
719,1439480693669913,1447412577841764,1422955245024094,1415986763422808,360,
720,1439480290225998,1447412191775071,1422954942500453,1415986474524090,295,
721,1439480291101006,1447412192337577,1422954943000390,1415986474899038,295,
722,1439480291788511,1447412192837582,1422954943437833,1415986475336483,295,
723,1439480292413517,1447412193275087,1422954943875278,1415986475711433,295,
724,1439480292976026,1447412193775095,1422954944312721,1415986476211363,295,
725,1439480881922920,1447412931095645,1422955403941206,1415987184803786,403,
726,1439480882235424,1447412931470650,1422955404316157,1415987185116245,403,
727,1439480882547932,1447412931845655,1422955404691109,1415987185428701,403,
728,1439480882922937,1447412932283159,1422955405066061,1415987185741162,403,
729,1439480883297946,1447412932720665,1422955405503506,1415987186116110,403,
730,1439478369071387,1447410658009104,1422953289090096,1415985121518989,33,
731,1439478369383893,1447410658196603,1422953289340063,1415985121768952,33,
732,1439478369633895,1447410658384107,1422953289590032,1415985122018919,33,
733,1439478370008902,1447410658634108,1422953289839998,1415985122268887,33,
734,1439478370383907,1447410658884110,1422953290089977,1415985122518852,33,
735,1439480742295682,1447412712530747,1422955299079658,1415986968020361,372,
736,1439480742858191,1447412771218889,1422955299454610,1415986968332815,372,
737,1439480743358199,1447412772218901,1422955299829562,1415986968645277,372,
738,1439480743858211,1447412772906409,1422955300204513,1415986968957735,372,
739,1439480744295717,1447412773406417,1422955300579465,1415986969270191,372,
740,1439479710279338,1447411938709835,1422954707468199,1415986223995261,265,
741,1439479789655583,1447411939084838,1422954707843150,1415986224432703,265,
742,1439479791905619,1447411939522340,1422954708218102,1415986224807652,265,
743,1439479792968135,1447411939897347,1422954708593054,1415986225182601,265,
744,1439479794093153,1447411940272351,1422954708968005,1415986225557552,265,
745,1439481098676390,1447413290912149,1422955637223797,1415987406336586,471,
746,1439481098988897,1447413291287154,1422955637598749,1415987406836518,471,
747,1439481099363903,1447413291724658,1422955637973714,1415987407336451,471,
748,1439481099676409,1447413292099661,1422955638348652,1415987407898873,471,
749,1439481100051412,1447413292537180,1422955638786097,1415987408461298,471,
750,1439479336023487,1447411733770144,1422954653850107,1415986097824731,251,
751,1439479336523495,1447411734145147,1422954654287551,1415986098137189,251,
752,1439479337086007,1447411734582651,1422954654787486,1415986098449648,251,
753,1439479337773517,1447411735020159,1422954655349914,1415986098762105,251,
754,1439479340461056,1447411735457662,1422954656037325,1415986099199547,251,
755,1439478924517122,1447411318953256,1422953875888387,1415985682755648,164,
756,1439478925017129,1447411319453263,1422953876388322,1415985683130598,164,
757,1439478925454636,1447411319890768,1422953876888256,1415985683505546,164,
758,1439478925892142,1447411320328272,1422953877388192,1415985683880497,164,
759,1439478926329663,1447411320765777,1422953877888127,1415985684255446,164,
760,1439480942986390,1447413004158949,1422955474994594,1415987243295944,420,
761,1439480943486395,1447413005221463,1422955475432037,1415987243733384,420,
762,1439480943986406,1447413006971485,1422955475869481,1415987244108331,420,
763,1439480944423910,1447413008784011,1422955476306925,1415987244483284,420,
764,1439480944861421,1447413010284027,1422955476744369,1415987244858244,420,
765,1439478507510876,1447410848573454,1422953394076341,1415985204195300,64,
766,1439478507823383,1447410848823460,1422953394513783,1415985204445264,64,
767,1439478508135880,1447410849073461,1422953394951227,1415985204695231,64,
768,1439478508448382,1447410849385963,1422953395451161,1415985204945199,64,
769,1439478508760886,1447410849635967,1422953395951096,1415985205195164,64,
770,1439480829672084,1447412863657408,1422955355822378,1415987137810086,388,
771,1439480830047086,1447412864094913,1422955356322315,1415987138247529,388,
772,1439480830422090,1447412864532418,1422955356822250,1415987138622479,388,
773,1439480830797095,1447412864969923,1422955357259693,1415987139122410,388,
774,1439480831172101,1447412865407429,1422955357697137,1415987139622346,388,
775,1439481067425888,1447413237661553,1422955600665982,1415987371028819,458,
776,1439481067675889,1447413237911557,1422955600915950,1415987371341273,458,
777,1439481067925891,1447413238224059,1422955601165918,1415987371653736,458,
778,1439481068175893,1447413238474062,1422955601415887,1415987371966194,458,
779,1439481068425895,1447413238786566,1422955601665854,1415987372278651,458,
780,1439479188021179,1447411595706177,1422954515930394,1415985973653942,217,
781,1439479188646192,1447411596331185,1422954516367838,1415985974028889,217,
782,1439479189208700,1447411596956191,1422954516805281,1415985974403838,217,
783,1439479189708709,1447411597518695,1422954517242725,1415985974778788,217,
784,1439479190208719,1447411598081203,1422954517680169,1415985975153741,217,
785,1439480626356344,1447412513153564,1422955160659924,1415986640314332,346,
786,1439480626793853,1447412513653572,1422955160972384,1415986640564300,346,
787,1439480627231360,1447412514153575,1422955161284844,1415986640876758,346,
788,1439480627668869,1447412514591080,1422955161659796,1415986641126724,346,
789,1439480628106375,1447412515028586,1422955161972256,1415986641439182,346,
790,1439480323601515,1447412218837861,1422954966497370,1415986499645716,303,
791,1439480324289028,1447412219212863,1422954966809827,1415986499958177,303,
792,1439480325101538,1447412219587871,1422954967122288,1415986500270636,303,
793,1439480326226557,1447412219962873,1422954967434748,1415986500520602,303,
794,1439480331664158,1447412220337879,1422954967747208,1415986500833060,303,
795,1439480822796968,1447412857157327,1422955342574077,1415987131373451,386,
796,1439480823171973,1447412857532331,1422955342886537,1415987131748402,386,
797,1439480823609478,1447412857907337,1422955343261489,1415987132123351,386,
798,1439480824046988,1447412858282343,1422955343573949,1415987132498313,386,
799,1439480824421993,1447412858657347,1422955343948900,1415987132873251,386,
800,1439480472978906,1447412334839113,1422955037175785,1415986536515769,319,
801,1439480473353911,1447412335151618,1422955037488245,1415986536765732,319,
802,1439480473728916,1447412335526619,1422955037800704,1415986537078192,319,
803,1439480474103923,1447412335901623,1422955038113164,1415986537390651,319,
804,1439480474478920,1447412336214127,1422955038425624,1415986537640618,319,
805,1439479292897817,1447411705769849,1422954613542803,1415986072015704,241,
806,1439479293397828,1447411706082352,1422954613917754,1415986072328161,241,
807,1439479293897834,1447411706394861,1422954614292705,1415986072640617,241,
808,1439479294460342,1447411706707358,1422954614667657,1415986073015566,241,
809,1439479294960353,1447411707019863,1422954615042609,1415986073328028,241,
810,1439480147036215,1447412022023242,1422954792082303,1415986326668881,275,
811,1439480147473726,1447412022398242,1422954792519748,1415986338542207,275,
812,1439480147911226,1447412022835747,1422954793019683,1415986390722849,275,
813,1439480148286234,1447412023273251,1422954793519618,1415986392160156,275,
814,1439480148723737,1447412023710756,1422954794019554,1415986392847565,275,
815,1439478626262620,1447410996449945,1422953601111759,1415985388295408,103,
816,1439478626575133,1447410996824947,1422953601486711,1415985388607868,103,
817,1439478626887630,1447410997137452,1422953601799169,1415985388920322,103,
818,1439478627200136,1447410997449954,1422953602111629,1415985389232783,103,
819,1439478627512642,1447410997762463,1422953602486580,1415985389545242,103,
820,1439478355696185,1447410646946489,1422953275216915,1415985107208425,27,
821,1439478355946189,1447410647196490,1422953275529374,1415985107458393,27,
822,1439478356196192,1447410647383993,1422953275841834,1415985107770850,27,
823,1439478356446196,1447410647633998,1422953276091800,1415985108020816,27,
824,1439478356696199,1447410647883998,1422953276404259,1415985108333273,27,
825,1439479799593239,1447411942209877,1422954709655417,1415986227432299,266,
826,1439479801093251,1447411942647382,1422954710030369,1415986227807249,266,
827,1439479812093436,1447411943084888,1422954710342829,1415986228244687,266,
828,1439479813655961,1447411943522391,1422954710717780,1415986228682129,266,
829,1439479815093486,1447411943959897,1422954711092732,1415986229119572,266,
830,1439478697888702,1447411100013502,1422953687787934,1415985478783186,123,
831,1439478698326210,1447411100451005,1422953688162884,1415985479095640,123,
832,1439478698763715,1447411100826003,1422953688537837,1415985479408102,123,
833,1439478699138720,1447411101263507,1422953688912787,1415985479720560,123,
834,1439478699513726,1447411101701010,1422953689287737,1415985480095507,123,
835,1439480259350492,1447412156774691,1422954904067895,1415986441341047,290,
836,1439480259662998,1447412157274697,1422954904380355,1415986441778490,290,
837,1439480260038007,1447412157837207,1422954904692815,1415986442278420,290,
838,1439480260413013,1447412158399710,1422954905005275,1415986442778357,290,
839,1439480260725519,1447412159024717,1422954905317736,1415986443340782,290,
840,1439478799765230,1447411220889738,1422953801898034,1415985615889673,149,
841,1439478800015228,1447411221139743,1422953802210496,1415985616139637,149,
842,1439478800265230,1447411221389745,1422953802522955,1415985616389605,149,
843,1439478800515234,1447411221639747,1422953802835413,1415985616639572,149,
844,1439478800765240,1447411221889753,1422953803147872,1415985616889537,149,
845,1439480922923567,1447412978846177,1422955450810195,1415987224798422,414,
846,1439480923423577,1447412979471186,1422955451435115,1415987225235866,414,
847,1439480923923594,1447412980096193,1422955451997543,1415987225673306,414,
848,1439480924361096,1447412980658696,1422955452559970,1415987226110746,414,
849,1439480924798607,1447412981221196,1422955453059906,1415987226485696,414,
850,1439480251037865,1447412144837063,1422954895631481,1415986432279768,287,
851,1439480251350365,1447412145212067,1422954896006432,1415986432592226,287,
852,1439480251662869,1447412145649573,1422954896381384,1415986432904682,287,
853,1439480251975374,1447412146087077,1422954896756335,1415986433217142,287,
854,1439480252287880,1447412146524581,1422954897068795,1415986433529598,287,
855,1439480746108252,1447412775406425,1422955302141765,1415986970832484,373,
856,1439480746483261,1447412775843929,1422955302516716,1415986971144939,373,
857,1439480746858264,1447412776218936,1422955302829176,1415986971519887,373,
858,1439480747233270,1447412776656443,1422955303141636,1415986971894839,373,
859,1439480747608270,1447412777093943,1422955303516588,1415986972269789,373,
860,1439478801952755,1447411223139763,1422953804647677,1415985618326844,150,
861,1439478802202759,1447411223389764,1422953804960137,1415985618576808,150,
862,1439478802452764,1447411223702269,1422953805272595,1415985618826777,150,
863,1439478802702768,1447411224014772,1422953805647546,1415985619076742,150,
864,1439478802952772,1447411224327275,1422953805960006,1415985619326709,150,
865,1439480850797419,1447412897345281,1422955370882946,1415987156307608,392,
866,1439480851234926,1447412897907783,1422955371257897,1415987156620066,392,
867,1439480851609928,1447412898470286,1422955371570358,1415987156995016,392,
868,1439480851984934,1447412898970288,1422955371882817,1415987157307473,392,
869,1439480852359939,1447412899407791,1422955372257769,1415987157619932,392,
870,1439478289257774,1447410602383587,1422953225973374,1415985063464351,13,
871,1439478289757784,1447410602633589,1422953226473308,1415985063714312,13,
872,1439478290257790,1447410602883589,1422953227035734,1415985063964283,13,
873,1439478290820298,1447410603196092,1422953227598160,1415985064214248,13,
874,1439478291382808,1447410603446105,1422953228160587,1415985064464214,13,
875,1439479205646454,1447411616768895,1422954536427749,1415985990151719,221,
876,1439479206083960,1447411617331402,1422954536865194,1415985990589163,221,
877,1439479206521468,1447411617893909,1422954537240144,1415985991026605,221,
878,1439479206958975,1447411618456417,1422954537677587,1415985991401555,221,
879,1439479207396483,1447411619018923,1422954538115032,1415985991838992,221,
880,1439480949986503,1447413061409591,1422955484055931,1415987248670223,422,
881,1439480950361511,1447413061972098,1422955484680852,1415987248920190,422,
882,1439480950799021,1447413062472103,1422955485305772,1415987249170155,422,
883,1439480951174027,1447413062972107,1422955485930692,1415987249420123,422,
884,1439480951549034,1447413063472110,1422955486555611,1415987249670089,422,
885,1439478477760432,1447410821510687,1422953359643351,1415985174199358,51,
886,1439478477947937,1447410821760689,1422953359893318,1415985174449323,51,
887,1439478478197940,1447410821948193,1422953360205777,1415985174699291,51,
888,1439478478447945,1447410822260694,1422953360455745,1415985174949257,51,
889,1439478478697949,1447410822448196,1422953360768203,1415985175199221,51,
890,1439478611824917,1447410983074812,1422953585363817,1415985375922082,98,
891,1439478612137422,1447410983324810,1422953585738768,1415985376172046,98,
892,1439478612449926,1447410983637314,1422953586113719,1415985376422014,98,
893,1439478612824932,1447410983949817,1422953586551163,1415985376671980,98,
894,1439478613199937,1447410984262321,1422953586988605,1415985376921945,98,
895,1439480222599926,1447412113649215,1422954862635724,1415986404533495,279,
896,1439480223162428,1447412114211728,1422954863073169,1415986404908443,279,
897,1439480223662432,1447412114774227,1422954863510612,1415986405283394,279,
898,1439480224099937,1447412115336733,1422954863948057,1415986405658342,279,
899,1439480224537438,1447412115899241,1422954864323008,1415986406095784,279,
900,1439480262913060,1447412161962248,1422954907317477,1415986457588865,291,
901,1439480263288067,1447412162524754,1422954907629938,1415986458713716,291,
902,1439480263663074,1447412163149761,1422954907942398,1415986459463616,291,
903,1439480264038082,1447412163649767,1422954908317349,1415986460026041,291,
904,1439480264413089,1447412164149772,1422954908692300,1415986460525972,291,
905,1439478809702875,1447411231202352,1422953814271421,1415985624700984,153,
906,1439478810202884,1447411231577358,1422953814771356,1415985624950947,153,
907,1439478810765391,1447411231952367,1422953815333783,1415985625200916,153,
908,1439478811390400,1447411232327366,1422953815896209,1415985625513370,153,
909,1439478812140413,1447411232702370,1422953816458636,1415985625763341,153,
910,1439478475947917,1447410819448166,1422953357268661,1415985171949661,50,
911,1439478476135415,1447410819760669,1422953357518627,1415985172199626,50,
912,1439478476385415,1447410819948174,1422953357768596,1415985172449594,50,
913,1439478476572916,1447410820198177,1422953358081057,1415985172699562,50,
914,1439478476822918,1447410820448180,1422953358331022,1415985172949527,50,
915,1439478620575037,1447410991074889,1422953595300018,1415985383233593,101,
916,1439478620950044,1447410991387395,1422953595612477,1415985383546051,101,
917,1439478621325050,1447410991762397,1422953595987429,1415985383858506,101,
918,1439478621700057,1447410992074900,1422953596299888,1415985384170968,101,
919,1439478622012559,1447410992387402,1422953596612348,1415985384483424,101,
920,1439479601590133,1447411915959591,1422954700156642,1415986143568576,263,
921,1439479602840155,1447411916959604,1422954700531592,1415986144131002,263,
922,1439479604152672,1447411918397123,1422954700906544,1415986144818406,263,
923,1439479605902701,1447411924459689,1422954701281496,1415986145693291,263,
924,1439479613152815,1447411931522260,1422954701718939,1415986146943124,263,
925,1439480868172691,1447412915970475,1422955387443323,1415987171993005,398,
926,1439480868485199,1447412916282980,1422955387818273,1415987172305460,398,
927,1439480868797703,1447412916595482,1422955388193225,1415987172617921,398,
928,1439480869047708,1447412916907988,1422955388568177,1415987172930379,398,
929,1439480869360214,1447412917220490,1422955388943129,1415987173242848,398,
930,1439480309663804,1447412207212749,1422954956311178,1415986490396962,299,
931,1439480310038811,1447412207525239,1422954956623636,1415986490709419,299,
932,1439480310476321,1447412207900259,1422954956936098,1415986491021877,299,
933,1439480310851330,1447412208212748,1422954957248558,1415986491334336,299,
934,1439480311226334,1447412208587752,1422954957561018,1415986491646794,299,
935,1439478779952430,1447411202639552,1422953780025889,1415985597517153,141,
936,1439478780389941,1447411202952053,1422953780400841,1415985597892102,141,
937,1439478780827439,1447411203264557,1422953780775791,1415985598204561,141,
938,1439478781264944,1447411203577065,1422953781150743,1415985598517016,141,
939,1439478781639949,1447411203827063,1422953781525694,1415985598891965,141,
940,1439481046113038,1447413167973271,1422955574481839,1415987324097609,447,
941,1439481046363040,1447413168285774,1422955574731806,1415987324347577,447,
942,1439481046613045,1447413168598279,1422955575044267,1415987324597544,447,
943,1439481046863044,1447413168848285,1422955575356727,1415987324847508,447,
944,1439481047113049,1447413169160786,1422955575606695,1415987325097477,447,
945,1439480603668475,1447412483153234,1422955128851509,1415986620192032,340,
946,1439480604043486,1447412483715739,1422955129351445,1415986620504491,340,
947,1439480604480988,1447412484278240,1422955129913873,1415986620816950,340,
948,1439480604918491,1447412484903246,1422955130476301,1415986621191900,340,
949,1439480605418498,1447412485528252,1422955131101220,1415986621629342,340,
950,1439480616481184,1447412500465923,1422955150411241,1415986632565370,343,
951,1439480616856188,1447412500965924,1422955150848685,1415986632877832,343,
952,1439480617231191,1447412501465928,1422955151286128,1415986633190288,343,
953,1439480617606195,1447412501965931,1422955151661080,1415986633502745,343,
954,1439480617981199,1447412502465937,1422955152098524,1415986633815206,343,
955,1439480315913907,1447412213087799,1422954961185552,1415986494896358,301,
956,1439480316288915,1447412213400300,1422954961498011,1415986495146323,301,
957,1439480316663924,1447412213775302,1422954961810472,1415986495458782,301,
958,1439480317038922,1447412214087804,1422954962122931,1415986495771240,301,
959,1439480317413924,1447412214400307,1422954962435390,1415986496021206,301,
960,1439479350273695,1447411741957734,1422954666286005,1415986112447763,253,
961,1439479350711203,1447411742395240,1422954666660956,1415986112822713,253,
962,1439479351148712,1447411742832744,1422954667035907,1415986113197664,253,
963,1439479351586220,1447411743270249,1422954667410859,1415986113572613,253,
964,1439479352023725,1447411743707753,1422954667785811,1415986113885071,253,
965,1439481042112986,1447413163348227,1422955569669956,1415987320410604,445,
966,1439481042362990,1447413163660731,1422955569982415,1415987320598079,445,
967,1439481042612993,1447413163910734,1422955570232383,1415987320848047,445,
968,1439481042925501,1447413164160734,1422955570544843,1415987321098011,445,
969,1439481043175505,1447413164410736,1422955570857303,1415987321347980,445,
970,1439481091488766,1447413269911906,1422955629099839,1415987397837726,468,
971,1439481091801272,1447413270286909,1422955629349806,1415987398087692,468,
972,1439481092051278,1447413270661915,1422955629662266,1415987398337655,468,
973,1439481092363782,1447413271036918,1422955629912234,1415987398525129,468,
974,1439481092613785,1447413271411938,1422955630224694,1415987398775099,468,
975,1439480836797196,1447412872344999,1422955364571255,1415987147371303,390,
976,1439480837547210,1447412872970006,1422955365008699,1415987147871240,390,
977,1439480839109744,1447412873657512,1422955365446143,1415987148433664,390,
978,1439480843297305,1447412874407523,1422955365883587,1415987148996089,390,
979,1439480844359813,1447412875157522,1422955366258539,1415987149558513,390,
980,1439478605949820,1447410978137259,1422953578489716,1415985370547804,96,
981,1439478606324826,1447410978387260,1422953578927159,1415985370985248,96,
982,1439478606637332,1447410978699768,1422953579364601,1415985371360199,96,
983,1439478606949837,1447410978949769,1422953579802045,1415985371735147,96,
984,1439478607324848,1447410979262272,1422953580239487,1415985372047606,96,
985,1439481129301863,1447413318724955,1422955667469921,1415987435957616,480,
986,1439481129551866,1447413318974955,1422955667782381,1415987436207580,480,
987,1439481129801871,1447413319224958,1422955668094841,1415987436457549,480,
988,1439481130051873,1447413319474964,1422955668407300,1415987436707516,480,
989,1439481130301882,1447413319724969,1422955668719761,1415987436957478,480,
990,1439480572105474,1447412449840364,1422955093481053,1415986598507445,331,
991,1439480572480479,1447412450215369,1422955093918496,1415986598757412,331,
992,1439480572917983,1447412450590372,1422955094355951,1415986599069870,331,
993,1439480573355488,1447412450965376,1422955094793383,1415986599319836,331,
994,1439480573730493,1447412451402879,1422955095230827,1415986599632294,331,
995,1439480160286435,1447412108836664,1422954859136175,1415986401283932,278,
996,1439480161848962,1447412109399172,1422954859511127,1415986401658882,278,
997,1439480166411523,1447412109961677,1422954859886078,1415986402033829,278,
998,1439480169036569,1447412110524181,1422954860261030,1415986402408779,278,
999,1439480184036801,1447412111086687,1422954860698475,1415986402783728,278,
1000,1439478681263439,1447411069138185,1422953668915400,1415985463347768,118,
1001,1439478681763448,1447411082638319,1422953669477825,1415985464472615,118,
1002,1439478682263453,1447411083825835,1422953670040252,1415985465160024,118,
1003,1439478682763459,1447411084638345,1422953670602677,1415985465722448,118,
1004,1439478683200967,1447411085325850,1422953671102614,1415985466222381,118,
1005,1439480914860939,1447412968721068,1422955441311413,1415987217361922,412,
1006,1439480915360950,1447412969283577,1422955441873840,1415987217799362,412,
1007,1439480915860951,1447412969846078,1422955442436268,1415987218299296,412,
1008,1439480916360961,1447412970408579,1422955442998696,1415987218736736,412,
1009,1439480916860970,1447412970971082,1422955443498632,1415987219174187,412,
1010,1439479225959279,1447411643519186,1422954557487533,1415986009024181,227,
1011,1439479226396789,1447411644019191,1422954557862483,1415986009399131,227,
1012,1439479226771793,1447411644519196,1422954558237436,1415986009711590,227,
1013,1439479227146800,1447411645019204,1422954558612387,1415986010024044,227,
1014,1439479227521804,1447411645519207,1422954558987338,1415986010398996,227,
1015,1439478490135611,1447410833385801,1422953374703878,1415985187197599,57,
1016,1439478490385619,1447410833635807,1422953374953845,1415985187447566,57,
1017,1439478490635621,1447410833885807,1422953375266304,1415985187697532,57,
1018,1439478490885624,1447410834135812,1422953375516271,1415985187947496,57,
1019,1439478491135628,1447410834385812,1422953375828731,1415985188197465,57,
1020,1439478319508194,1447410611383661,1422953240283997,1415985072213164,17,
1021,1439478319820700,1447410611633663,1422953240721439,1415985072463131,17,
1022,1439478320133204,1447410611883669,1422953241158881,1415985072713096,17,
1023,1439478320445709,1447410612133668,1422953241596324,1415985072963062,17,
1024,1439478320758213,1447410612383669,1422953242033766,1415985073213028,17,
1025,1439480386727523,1447412305338790,1422954981870394,1415986512331516,308,
1026,1439480390665095,1447412306026299,1422954982745279,1415986512643974,308,
1027,1439480404602817,1447412306588806,1422954983932627,1415986512956430,308,
1028,1439480420790574,1447412307088815,1422954995681118,1415986513268890,308,
1029,1439480424915640,1447412307526317,1422955008366987,1415986513581348,308,
