,Serie,northing.1,timestamp,easting
732,149,5735397.59768,1447411221389745,620402.786843
733,149,5735399.62659,1447411221639747,620401.967704
734,149,5735401.5043,1447411221889753,620401.093116
1935,390,5735222.10683,1447412872344999,619994.961305
1936,390,5735222.42773,1447412872970006,619996.956692
1937,390,5735222.88461,1447412873657512,619998.786759
1938,390,5735223.69135,1447412874407523,620000424.0
1939,390,5735225.28514,1447412875157522,620001.462514
1570,317,5734914.39988,1447412329276558,619963.588853
1571,317,5734913.20001,1447412329589062,619965.571369
1572,317,5734912.08609,1447412329901566,619967.424143
1573,317,5734910.80695,1447412330214070,619969.251978
1574,317,5734909.65657,1447412330526574,619971.207125
1430,289,5735025.55241,1447412152774649,619681.789888
1431,289,5735024.9557,1447412153212154,619679.701089
1432,289,5735024.36929,1447412153649659,619677.685382
1433,289,5735023.72454,1447412154087164,619675.681993
1434,289,5735023.14882,1447412154524668,619673.711477
595,122,5735187.42476,1447411096763468,620437.681182
596,122,5735186.3016,1447411097138472,620435.733309
597,122,5735185.3016,1447411097513477,620433.725481
598,122,5735184.29824,1447411097888480,620431.734005
599,122,5735183.19539,1447411098263484,620429.918305
2310,465,5736099.61463,1447413259036795,620002.531388
2311,465,5736098.7658,1447413259536798,620000.525412
2312,465,5736098.00252,1447413260036805,619998.497066
2313,465,5736097.15748,1447413260536811,619996.559488
2314,465,5736096.42997,1447413260974319,619994.64463
455,94,5735524.25034,1447410973387210,620640.799918
456,94,5735521.86752,1447410973699713,620641.540897
457,94,5735519.82275,1447410973949715,620642.154456
458,94,5735517.71226,1447410974199720,620642.673324
459,94,5735515.63364,1447410974449720,620643.228492
960,195,5735957.23879,1447411424954365,620095.26444
961,195,5735959.24857,1447411425266869,620094.521289
962,195,5735961.21953,1447411425579374,620093.838176
963,195,5735963.20886,1447411425891877,620093.122037
964,195,5735965.26721,1447411426204380,620092.394723
1340,271,5735233.64567,1447412006523075,619892.380335
1341,271,5735231.72031,1447412007023077,619892.515547
1342,271,5735229.6842,1447412007460581,619892.300575
1343,271,5735227.46178,1447412007898088,619891.939354
1344,271,5735225.59977,1447412008335590,619891.445829
2130,429,5735459.8474,1447413117972721,620103.049056
2131,429,5735462.25329,1447413118285228,620102.854011
2132,429,5735464.37648,1447413118597754,620102.567016
2133,429,5735466.39285,1447413118910233,620102.193987
2134,429,5735468.56491,1447413119222736,620101.760909
815,166,5735570.68223,1447411326140832,620227.480669
816,166,5735572.69677,1447411326578351,620226.344924
817,166,5735574.60798,1447411327015844,620225.219967
818,166,5735576.33697,1447411327453346,620224.100847
819,166,5735578.06694,1447411327890851,620222.99379
1610,325,5734820.70148,1447412358589379,620037.052195
1611,325,5734818.92142,1447412359026885,620035.78701
1612,325,5734816.87407,1447412359464389,620034.576068
1613,325,5734814.93232,1447412359901895,620033.285698
1614,325,5734813.14211,1447412360339397,620031.974512
770,157,5735524.68025,1447411274015290,620345.442486
771,157,5735526.73797,1447411274452798,620344.764883
772,157,5735528.60151,1447411274952800,620343.881368
773,157,5735530.72713,1447411275452808,620343.143826
774,157,5735532.85202,1447411275952814,620342.310361
80,19,5735608.55993,1447410615696202,620058.424828
81,19,5735606.48385,1447410615946204,620059.43025
82,19,5735604.3222,1447410616258704,620060.554634
83,19,5735602303.0,1447410616508721,620061.499255
84,19,5735600.14429,1447410616821211,620062.554428
2235,450,5735858.25136,1447413174723344,620069.030508
2236,450,5735860.25446,1447413174973348,620068.840237
2237,450,5735863.27725,1447413175223348,620068.620427
2238,450,5735865.30438,1447413175473351,620068.432132
2239,450,5735867.33315,1447413175785856,620068.201434
490,101,5735395.92225,1447410991074889,620666.545466
491,101,5735393.83168,1447410991387395,620666.944152
492,101,5735391.7452,1447410991762397,620667.218985
493,101,5735389.44179,1447410992074900,620667.44987
494,101,5735387.44214,1447410992387402,620667.799549
890,181,5735745.43009,1447411387016469,620230.685716
891,181,5735746.52649,1447411387516473,620232.691431
892,181,5735747.55235,1447411388016479,620234.493349
893,181,5735748.67664,1447411388578984,620236.309164
894,181,5735749.87766,1447411389203991,620238.113942
1640,331,5734752.25938,1447412449840364,619962.200843
1641,331,5734751.94396,1447412450215369,619960.073585
1642,331,5734751.58441,1447412450590372,619957.958282
1643,331,5734751.23086,1447412450965376,619955.846283
1644,331,5734750.94127,1447412451402879,619953.588982
2085,420,5735381.53037,1447413004158949,619965.741993
2086,420,5735382.16049,1447413005221463,619967.510387
2087,420,5735382.92479,1447413006971485,619969.349294
2088,420,5735383.64064,1447413008784011,619971.211781
2089,420,5735384.4175,1447413010284027,619973.111039
1735,350,5734855.08869,1447412527841216,619661.132742
1736,350,5734855.01972,1447412528216219,619658.978866
1737,350,5734854.93959,1447412528591226,619656.717147
1738,350,5734854.94224,1447412528966228,619654.46525
1739,350,5734854.82904,1447412529341235,619652.445714
25,8,5735803.20475,1447410587695948,619979.938877
26,8,5735801.35711,1447410588070954,619980.793483
27,8,5735799.38975,1447410588445957,619981.683803
28,8,5735797.17727,1447410588820960,619982.458459
29,8,5735795.12719,1447410589195965,619983.287823
1530,309,5734972.48105,1447412309401339,619824.877781
1531,309,5734972.52253,1447412309776341,619827.148785
1532,309,5734972.46247,1447412310151345,619829.480082
1533,309,5734972.51499,1447412310463852,619831.426992
1534,309,5734972.58319,1447412310776353,619833.447193
1535,310,5734972.80147,1447412312276368,619843.129248
1536,310,5734972.69249,1447412312588871,619845.272278
1537,310,5734972.46329,1447412312901372,619847.292773
1538,310,5734972.11714,1447412313213875,619849.451052
1539,310,5734971.65548,1447412313526379,619851.644066
1875,378,5735096.69453,1447412795406651,619863.658412
1876,378,5735098.74773,1447412795844157,619864.020708
1877,378,5735100.8728,1447412796281664,619864.3464
1878,378,5735102.86627,1447412796719168,619864.710587
1879,378,5735104.94344,1447412797219174,619865.093467
1510,305,5734967.80123,1447412225587926,619754.382575
1511,305,5734967.99581,1447412226025433,619756.61675
1512,305,5734968.14707,1447412226462942,619758.699922
1513,305,5734968.39507,1447412226900443,619760.886737
1514,305,5734968.56665,1447412227337948,619763.013838
1115,226,5735909.70503,1447411639081640,619714.167827
1116,226,5735908.40018,1447411639581644,619712.470257
1117,226,5735907.10659,1447411640081649,619710.811859
1118,226,5735905.87877,1447411640644176,619708.880513
1119,226,5735904.58992,1447411641144175,619707.193255
1715,346,5734843.27995,1447412513153564,619734.095209
1716,346,5734843.70404,1447412513653572,619731.940752
1717,346,5734844.24901,1447412514153575,619729.761236
1718,346,5734844.75408,1447412514591080,619727.867319
1719,346,5734845.42857,1447412515028586,619725.850422
285,60,5735759.68624,1447410839635860,620252.4268
286,60,5735758.37531,1447410839885867,620254.158398
287,60,5735756.85492,1447410840135869,620255.720416
288,60,5735755.58967,1447410840385869,620257.362892
289,60,5735754.05481,1447410840635871,620258.861619
1830,369,5735039.92444,1447412678717875,619723.569094
1831,369,5735040.54109,1447412679217880,619725.529769
1832,369,5735041.18527,1447412679717887,619727.636203
1833,369,5735041.85257,1447412680155391,619729.628704
1834,369,5735042.59696,1447412680592895,619731.784472
530,109,5735240.4335,1447411021887695,620662.005799
531,109,5735238.93826,1447411022325199,620659.702417
532,109,5735238.01372,1447411022700200,620657.625198
533,109,5735237.51202,1447411023075206,620655.388188
534,109,5735237.31356,1447411023387708,620653.388893
1235,250,5735588.33677,1447411730520101,619830.623886
1236,250,5735586.49694,1447411730895106,619831.630476
1237,250,5735584.55505,1447411731270110,619832.600944
1238,250,5735582.53203,1447411731645117,619833.54246
1239,250,5735580.53171,1447411732020125,619834.412621
655,134,5735171.65199,1447411145888977,620398.568272
656,134,5735172.12999,1447411146326477,620400.913221
657,134,5735172.71741,1447411146763982,620403.116027
658,134,5735173.18824,1447411147138988,620405.108967
659,134,5735173.65964,1447411147513995,620407.130931
2105,424,5735409.36699,1447413071722207,620031.492916
2106,424,5735410.16446,1447413072409711,620033.379931
2107,424,5735410.78345,1447413073097216,620035.273823
2108,424,5735411.59755,1447413073784722,620037.175876
2109,424,5735412.40545,1447413074472230,620039.166095
1550,313,5734948.60775,1447412319776451,619896.441879
1551,313,5734947.71655,1447412320026454,619898.395281
1552,313,5734946.95224,1447412320338959,619900.556084
1553,313,5734946.10405,1447412320588962,619902.520662
1554,313,5734945.36666,1447412320838965,619904.334574
2035,410,5735536.69746,1447412959033453,619944.361903
2036,410,5735535.28839,1447412959533461,619946.005475
2037,410,5735533.68883,1447412960033467,619947.528136
2038,410,5735531.99298,1447412960533473,619948.915733
2039,410,5735530.19663,1447412961033480,619950.228587
1255,254,5735514.76117,1447411745707777,619848.465838
1256,254,5735512.77373,1447411746145278,619848.82701
1257,254,5735510.50922,1447411746582781,619849.184435
1258,254,5735508.42025,1447411747020283,619849.610344
1259,254,5735506.24973,1447411747457786,619850.144899
1500,303,5734966.01334,1447412218837861,619716.101754
1501,303,5734966.09211,1447412219212863,619718.345699
1502,303,5734966.16226,1447412219587871,619720.620942
1503,303,5734966.24533,1447412219962873,619722.788214
1504,303,5734966.16973,1447412220337879,619725.068334
2270,457,5735983.64992,1447413234974025,620050.354627
2271,457,5735986.19829,1447413235286528,620049.791467
2272,457,5735988.56079,1447413235599032,620049.380786
2273,457,5735991.24578,1447413235911535,620048.923802
2274,457,5735993.61074,1447413236286539,620048.303258
2375,478,5735957.57186,1447413314537410,619909.313877
2376,478,5735955.59869,1447413314787409,619910.396479
2377,478,5735953.69133,1447413315037425,619911.401195
2378,478,5735951.70398,1447413315287418,619912.541445
2379,478,5735949.86351,1447413315537418,619913.545485
1655,334,5734758.43382,1447412459902977,619907.99339
1656,334,5734759.61914,1447412460277983,619906.233749
1657,334,5734760.84193,1447412460652986,619904.51462
1658,334,5734762.08369,1447412461027990,619902.826715
1659,334,5734763.33168,1447412461465497,619900.86522
1470,297,5734958.70583,1447412200337654,619603.169448
1471,297,5734958.72552,1447412200837657,619605.281255
1472,297,5734958.88263,1447412201337664,619607.517315
1473,297,5734959.02289,1447412201775169,619609.545143
1474,297,5734959.23213,1447412202212677,619611.667533
1405,284,5735052.99755,1447412133586938,619772.514092
1406,284,5735052.60078,1447412134086945,619770.461368
1407,284,5735052.11147,1447412134586951,619768.287776
1408,284,5735051.60711,1447412135086960,619766.240294
1409,284,5735051.17828,1447412135586963,619764.119002
645,132,5735163.96551,1447411138763894,620362.018821
646,132,5735164.32786,1447411139201399,620364.180504
647,132,5735164.69419,1447411139638905,620366.338376
648,132,5735165.11265,1447411140076411,620368.513257
649,132,5735165.54481,1447411140513915,620370.724452
1725,348,5734853.42735,1447412520653642,619698.370868
1726,348,5734853.76126,1447412521091150,619696.405344
1727,348,5734853.96424,1447412521528653,619694.490652
1728,348,5734854.16089,1447412521966161,619692.453413
1729,348,5734854.4016,1447412522403664,619690.537661
1200,243,5735687.56856,1447411711769904,619743.548077
1201,243,5735686.28017,1447411712144907,619744.980535
1202,243,5735684.96535,1447411712582413,619746.599645
1203,243,5735683.46658,1447411712957414,619748.027784
1204,243,5735682.01594,1447411713332419,619749.469419
1135,230,5735864.82034,1447411656144320,619653.809978
1136,230,5735863.57179,1447411656644327,619652.123634
1137,230,5735862.39469,1447411657144331,619650.381551
1138,230,5735861.17071,1447411657644336,619648.723147
1139,230,5735859.97368,1447411658144341,619647.015563
140,31,5735745.59592,1447410654571567,620079.532565
141,31,5735747.70942,1447410654821570,620079.186658
142,31,5735749.87736,1447410655009072,620078.905897
143,31,5735751.98187,1447410655196574,620078.651785
144,31,5735754.25815,1447410655384076,620078.377404
1695,342,5734852.5902,1447412496403380,619808.074846
1696,342,5734851.93689,1447412496903387,619805.953177
1697,342,5734851.32061,1447412497340895,619803.980389
1698,342,5734850.73237,1447412497778398,619802.009072
1699,342,5734850.06721,1447412498215902,619800.011414
610,125,5735163.42857,1447411107638581,620389.078765
611,125,5735162.97191,1447411108138582,620386.817326
612,125,5735162.43345,1447411108576084,620384.859497
613,125,5735161.88959,1447411109013586,620382.817651
614,125,5735161.31946,1447411109451091,620380.820919
1645,332,5734749.8146,1447412453215399,619943.46148
1646,332,5734749.67172,1447412453590404,619941.302664
1647,332,5734749.58154,1447412453965407,619939.144919
1648,332,5734749.55895,1447412454402912,619936.855696
1649,332,5734749.61137,1447412454777916,619934.702438
1350,273,5735198.81237,1447412014585658,619886.625074
1351,273,5735196.74121,1447412015085667,619886.593301
1352,273,5735194.65279,1447412015585668,619886.465082
1353,273,5735192.55701,1447412016023174,619886.320891
1354,273,5735190.60988,1447412016460678,619886.052566
435,90,5735594.1043,1447410963324599,620607.78006
436,90,5735592.14309,1447410963637100,620608.850126
437,90,5735590.36514,1447410963949604,620609.992549
438,90,5735588.29219,1447410964262107,620611.04163
439,90,5735586.36047,1447410964574611,620612.1846
2185,440,5735665.1006,1447413144910513,620090.231626
2186,440,5735667.45961,1447413145973028,620090.120477
2187,440,5735669.63821,1447413148598063,620090.118564
2188,440,5735671.99195,1447413150848089,620089.989085
2189,440,5735674.15751,1447413151598098,620089.840854
2330,469,5736073.89031,1447413273161949,619931.957863
2331,469,5736073.13852,1447413273599463,619930.123285
2332,469,5736072.28073,1447413274161960,619928.131758
2333,469,5736071.48105,1447413274911968,619926.185307
2334,469,5736070.5673,1447413282287052,619925.050564
1410,285,5735048.73225,1447412137774486,619754.248313
1411,285,5735048.07136,1447412138211991,619752.101727
1412,285,5735047.37822,1447412138649496,619749.974165
1413,285,5735046.77532,1447412139087005,619747.806867
1414,285,5735046.15231,1447412139524505,619745.653309
600,123,5735178.27786,1447411100013502,620421.19381
601,123,5735176.99496,1447411100451005,620419.226038
602,123,5735175.67416,1447411100826003,620417.492109
603,123,5735174.55809,1447411101263507,620415.717386
604,123,5735173.46269,1447411101701010,620413.832227
2305,464,5736105.48166,1447413254349238,620020.372783
2306,464,5736105.0929,1447413255036745,620018.199866
2307,464,5736104.6352,1447413255661751,620016.198884
2308,464,5736104.07578,1447413256224261,620014.212712
2309,464,5736103.37909,1447413256724280,620012.187329
1495,302,5734964.74823,1447412215900321,619697.544453
1496,302,5734964.87477,1447412216212826,619699.657258
1497,302,5734964.92352,1447412216525329,619701.759852
1498,302,5734965.06055,1447412216900334,619704.095774
1499,302,5734965.14913,1447412217212838,619706.126519
2150,433,5735531.55592,1447413126972812,620088.53498
2151,433,5735533.78101,1447413127222815,620088.533388
2152,433,5735535.81282,1447413127472822,620088.4671
2153,433,5735538.03877,1447413127722823,620088.44808
2154,433,5735540.09331,1447413127972827,620088.473672
940,191,5735886.98951,1447411415079263,620128.531188
941,191,5735889.07751,1447411415329266,620127.36468
942,191,5735891.03785,1447411415641770,620126.064693
943,191,5735893.11288,1447411415891774,620124.954749
944,191,5735895.56933,1447411416204277,620123.654884
1945,392,5735253.2314,1447412897345281,619995.790205
1946,392,5735255.32203,1447412897907783,619995.554718
1947,392,5735257.28042,1447412898470286,619995.279088
1948,392,5735259.25966,1447412898970288,619994.882578
1949,392,5735261.17513,1447412899407791,619994.458195
1345,272,5735216.78136,1447412010460614,619888.408429
1346,272,5735214.82217,1447412010898118,619887.93098
1347,272,5735212.6627,1447412011398123,619887.544394
1348,272,5735210.62605,1447412011835630,619887.235451
1349,272,5735208.58034,1447412012273133,619887.028791
20,7,5735820.37462,1447410584883416,619973.034206
21,7,5735818.50103,1447410585195920,619973.824682
22,7,5735816.45365,1447410585508425,619974.662934
23,7,5735814.55477,1447410585820928,619975.433544
24,7,5735812.69978,1447410586133432,619976.229136
2210,445,5735759.05317,1447413163348227,620078.298607
2211,445,5735761.55723,1447413163660731,620078.017495
2212,445,5735763.87873,1447413163910734,620077.771831
2213,445,5735766.99048,1447413164160734,620077.595449
2214,445,5735769.41471,1447413164410736,620077.336539
1700,343,5734847.14289,1447412500465923,619790.020144
1701,343,5734846.57584,1447412500965924,619787.848181
1702,343,5734846.12181,1447412501465928,619785.628882
1703,343,5734845.54393,1447412501965931,619783.390582
1704,343,5734844.97271,1447412502465937,619781.146696
1155,234,5735814.80405,1447411681519590,619631.200055
1156,234,5735813.2425,1447411681957098,619632.716957
1157,234,5735811.6776,1447411682332099,619634.043917
1158,234,5735810.1047,1447411682769604,619635.549776
1159,234,5735808.59607,1447411683207107,619637.076806
980,199,5736003.70689,1447411528080455,620049.210232
981,199,5736005.94326,1447411528455460,620048.827725
982,199,5736008.08522,1447411528767963,620048.454448
983,199,5736010.40735,1447411529142970,620048.075113
984,199,5736012.76787,1447411529455472,620047.717627
1195,242,5735700.91203,1447411708519878,619730.1546
1196,242,5735699.2427,1447411708832381,619731.582065
1197,242,5735697.63694,1447411709207382,619733.209255
1198,242,5735696.11057,1447411709582383,619734.737714
1199,242,5735694.60157,1447411709957385,619736.316213
2120,427,5735430.96677,1447413105285074,620081.795955
2121,427,5735431.89764,1447413106535091,620083.664822
2122,427,5735432.9597,1447413107722604,620085.538758
2123,427,5735433.89054,1447413108660117,620087.26377
2124,427,5735433.70346,1447413109410126,620088.787752
2090,421,5735387.44679,1447413036471821,619980.578988
2091,421,5735388.18852,1447413054347005,619981.916996
2092,421,5735388.76023,1447413055847025,619983.737717
2093,421,5735389.47864,1447413057222041,619985.515516
2094,421,5735390.27958,1447413058222052,619987.405093
1770,357,5734929.32701,1447412557904041,619594.285125
1771,357,5734931.3486,1447412558341547,619593.927977
1772,357,5734933.42505,1447412558779055,619593.660477
1773,357,5734935.99846,1447412559216572,619593.407742
1774,357,5734938.11326,1447412559716564,619593.121838
205,44,5735989.50923,1447410803823008,620055.557008
206,44,5735990.73064,1447410804260510,620056.942686
207,44,5735991.48138,1447410804698013,620058.491266
208,44,5735991.93804,1447410805135515,620060.354733
209,44,5735992.14711,1447410805510520,620062.336323
190,41,5735937.51869,1447410694071936,620061.814135
191,41,5735938.33737,1447410694571942,620061.586335
192,41,5735938.83115,1447410695071946,620061.238458
193,41,5735940.66015,1447410695634452,620060.962044
194,41,5735942.71864,1447410696196958,620060.726562
1890,381,5735149.14604,1447412840782155,619875.594379
1891,381,5735151.13697,1447412841157160,619876.196102
1892,381,5735153.05202,1447412841594664,619876.953764
1893,381,5735154.96725,1447412841969669,619877.612013
1894,381,5735156.96235,1447412842344674,619878.195153
1595,322,5734868.48445,1447412345089233,620045.833418
1596,322,5734867.28361,1447412345776741,620047.585816
1597,322,5734866.02362,1447412346464247,620049.17738
1598,322,5734864.47651,1447412347151756,620050.665656
1599,322,5734862.70824,1447412347839263,620051.93827
1785,360,5734973.55857,1447412575779238,619573.949042
1786,360,5734975655.0,1447412576404245,619574.810082
1787,360,5734977.6528,1447412576904252,619575.642593
1788,360,5734979.79328,1447412577404259,619576.656141
1789,360,5734981.77029,1447412577841764,619577.616117
275,58,5735784.18352,1447410835448321,620221.799234
276,58,5735782.79284,1447410835698324,620223.610506
277,58,5735781.10715,1447410835948323,620225.570029
278,58,5735779.51266,1447410836198325,620227.37786
279,58,5735778.18367,1447410836448327,620229.328056
555,114,5735242.34785,1447411037762864,620567.418157
556,114,5735242.02064,1447411038137871,620565.405054
557,114,5735241.80974,1447411038512869,620563.316272
558,114,5735241.63307,1447411038887870,620561.201245
559,114,5735241.37449,1447411039262872,620559.213102
240,51,5735891.11303,1447410821510687,620129.130136
241,51,5735889.32235,1447410821760689,620130.480967
242,51,5735887.16822,1447410821948193,620131.619661
243,51,5735884.87062,1447410822260694,620133.386324
244,51,5735882.76321,1447410822448196,620134.554907
390,81,5735576.35202,1447410933449302,620478.206859
391,81,5735577.33191,1447410933824307,620480.413082
392,81,5735578.26116,1447410934199311,620482.448836
393,81,5735579.34076,1447410934574313,620484.525455
394,81,5735580.31817,1447410934949320,620486.544552
1315,266,5735314.48319,1447411942209877,619874.575068
1316,266,5735312.68607,1447411942647382,619874.75845
1317,266,5735311.3018,1447411943084888,619874.940085
1318,266,5735309.12513,1447411943522391,619875.0894
1319,266,5735306.99563,1447411943959897,619875.271685
975,198,5735985.90996,1447411524455415,620057.557103
976,198,5735987.70018,1447411524892935,620055.935717
977,198,5735989.46736,1447411525330428,620054.525749
978,198,5735991.50637,1447411525767931,620053.214706
979,198,5735993.63729,1447411526205434,620052.18449
1220,247,5735633.35208,1447411722270017,619796.547361
1221,247,5735631.78187,1447411722582519,619798.218423
1222,247,5735630.21126,1447411722832522,619799.655379
1223,247,5735628.68111,1447411723145024,619801.409629
1224,247,5735627.11968,1447411723457530,619803.001666
1980,399,5735379.27537,1447412918720509,619958.197048
1981,399,5735381.44169,1447412919033010,619957.547758
1982,399,5735383.63375,1447412919345514,619956.980018
1983,399,5735385.68148,1447412919658018,619956.381285
1984,399,5735387.85486,1447412919970523,619955.729305
2070,417,5735427.83065,1447412990033799,619945.733369
2071,417,5735425.66524,1447412990346300,619946.282329
2072,417,5735423673.0,1447412990721310,619946.873125
2073,417,5735421.55191,1447412991096310,619947.485501
2074,417,5735419.5561,1447412991471317,619948.085494
870,177,5735716.68967,1447411375078844,620160.044729
871,177,5735717.54597,1447411375391352,620162.272336
872,177,5735718.39081,1447411375703855,620164.306867
873,177,5735719.20267,1447411376016356,620166.464098
874,177,5735720.06996,1447411376328860,620168.685524
585,120,5735209.13769,1447411090763402,620468.615072
586,120,5735207.79338,1447411091075903,620467.001636
587,120,5735206.33966,1447411091388407,620465.385863
588,120,5735204.87961,1447411091700911,620463.837672
589,120,5735203.4126,1447411092013416,620462.176123
1960,395,5735306.5657,1447412907595386,619980.641847
1961,395,5735308.64246,1447412907907888,619980.020786
1962,395,5735310.58759,1447412908282893,619979.341132
1963,395,5735312.60386,1447412908595397,619978.709234
1964,395,5735314.67945,1447412908907901,619978.07378
1900,383,5735186.17238,1447412847094714,619880.965373
1901,383,5735188.32609,1447412847469719,619881.148688
1902,383,5735190.50997,1447412847844726,619881.386606
1903,383,5735192.67101,1447412848219728,619881.743602
1904,383,5735194.9455,1447412848594733,619882.210382
1045,212,5736061.74928,1447411566393367,619898.601142
1046,212,5736060.94134,1447411566830874,619896.375786
1047,212,5736060.17315,1447411567268378,619894.16787
1048,212,5736059.37043,1447411567705882,619892.061832
1049,212,5736058.46853,1447411568143386,619890.116115
65,16,5735661.07158,1447410609258637,620031.304683
66,16,5735658.54447,1447410609508640,620032.245681
67,16,5735656.56633,1447410609758644,620033.127583
68,16,5735654.68133,1447410610008648,620034.096669
69,16,5735652.77338,1447410610258648,620034.998234
1365,276,5735141.07387,1447412026085782,619872.353334
1366,276,5735138.92709,1447412026773289,619871.761785
1367,276,5735136.75392,1447412027523300,619871.292269
1368,276,5735134.59759,1447412028398321,619870.83071
1369,276,5735132.42491,1447412029710822,619870.431579
1395,282,5735060.05118,1447412125586855,619808.882937
1396,282,5735059.78629,1447412126024361,619806.784286
1397,282,5735059.46612,1447412126399366,619804.815986
1398,282,5735059.15602,1447412126836868,619802.608497
1399,282,5735058.82435,1447412127211872,619800.660175
2030,409,5735540.81186,1447412954533411,619926.796421
2031,409,5735541.28578,1447412955095913,619928.889496
2032,409,5735541.4515,1447412955595915,619930.856842
2033,409,5735541.32047,1447412956158419,619933.05903
2034,409,5735541.03769,1447412956658425,619935.096255
2280,459,5736024.53189,1447413240036581,620042.785173
2281,459,5736027.00321,1447413240286583,620042.424864
2282,459,5736029.67682,1447413240536587,620042.077784
2283,459,5736032.19153,1447413240786589,620041.706091
2284,459,5736034.85854,1447413241036593,620041.362151
1765,356,5734910.55562,1447412554466515,619597.807008
1766,356,5734912.6186,1447412554904019,619597.355385
1767,356,5734914.66864,1447412555279018,619596.927113
1768,356,5734916.87446,1447412555654021,619596.508134
1769,356,5734919.17301,1447412556029025,619596.095602
865,176,5735709.55236,1447411372391316,620142.432502
866,176,5735710.49587,1447411372766326,620144.710316
867,176,5735711.28778,1447411373078826,620146.583787
868,176,5735712.12375,1447411373391329,620148.70281
869,176,5735712.97642,1447411373703833,620150.674677
1435,290,5735020.09989,1447412156774691,619663.901758
1436,290,5735019.43651,1447412157274697,619661.906103
1437,290,5735018.6368,1447412157837207,619659.834306
1438,290,5735017.87761,1447412158399710,619657.756952
1439,290,5735017.20946,1447412159024717,619655.675803
740,151,5735428.65958,1447411225702289,620389.639916
741,151,5735430.69628,1447411226014792,620388.705837
742,151,5735432.57182,1447411226327296,620387.579925
743,151,5735434.5896,1447411226639800,620386.702283
744,151,5735436.4674,1447411226952304,620385.768344
500,103,5735358.98808,1447410996449945,620669.917283
501,103,5735356.74674,1447410996824947,620670.008464
502,103,5735354.62111,1447410997137452,620670.146535
503,103,5735352372.0,1447410997449954,620670.228415
504,103,5735350.07572,1447410997762463,620670.30711
1465,296,5734966.51833,1447412196150108,619587.503311
1466,296,5734965.17438,1447412196712613,619589.088929
1467,296,5734963.82807,1447412197212618,619590.733612
1468,296,5734962.52234,1447412197650124,619592.362921
1469,296,5734961.39084,1447412198087629,619594.05069
1295,262,5735382.36629,1447411910084524,619869.272548
1296,262,5735380.3029,1447411910772031,619869.41859
1297,262,5735378.29215,1447411911459542,619869.547636
1298,262,5735375.99526,1447411912084544,619869.692762
1299,262,5735373.86098,1447411912647051,619869.816718
340,71,5735567.82514,1447410885698828,620331.198581
341,71,5735566.50907,1447410895136421,620330.959871
342,71,5735564.37724,1447410897073954,620331.600103
343,71,5735562.37077,1447410898823964,620332.456668
344,71,5735560.24131,1447410899948970,620333.250773
1920,387,5735216.94814,1447412860344882,619938.799156
1921,387,5735217.09188,1447412860719873,619941.095266
1922,387,5735217.11413,1447412861094879,619943.366821
1923,387,5735217.25198,1447412861407381,619945.412576
1924,387,5735217.39492,1447412861782386,619947.464853
510,105,5735320.80276,1447411002325004,620671.795832
511,105,5735318.62127,1447411002700009,620671.805635
512,105,5735316.22659,1447411003075011,620671.785548
513,105,5735314.07986,1447411003450015,620671.81346
514,105,5735311.93797,1447411003825018,620671.776194
2395,482,5735887.03092,1447413323475001,619943.232524
2396,482,5735885.02465,1447413323787504,619944.18123
2397,482,5735883.02739,1447413324162509,619945.215084
2398,482,5735881.22641,1447413324475013,619946.096017
2399,482,5735879.34102,1447413324850016,619947.145261
2195,442,5735701.76621,1447413156660643,620086.064341
2196,442,5735704.02786,1447413156910644,620085.723428
2197,442,5735706.17852,1447413157223148,620085.349035
2198,442,5735708.43393,1447413157473152,620084.98099
2199,442,5735710.51531,1447413157785656,620084.545971
935,190,5735870.38445,1447411412641737,620139.971749
936,190,5735872.8157,1447411412891738,620138.671683
937,190,5735874.7425,1447411413204244,620137.113231
938,190,5735876.41635,1447411413516745,620135.668992
939,190,5735878.38145,1447411413766749,620134.431987
1210,245,5735662.01061,1447411717707473,619769.991072
1211,245,5735660.65253,1447411718019979,619771.765587
1212,245,5735659.17915,1447411718269984,619773.21082
1213,245,5735657.6875,1447411718582485,619775.006267
1214,245,5735656.19738,1447411718832491,619776.564724
550,113,5735242.66174,1447411034200330,620586.271229
551,113,5735242.76571,1447411034575330,620584.212088
552,113,5735242.86227,1447411034950335,620582.186116
553,113,5735242.92665,1447411035387839,620579.92706
554,113,5735242.90182,1447411035825344,620577.589555
2080,419,5735392.08187,1447412996846370,619955.423313
2081,419,5735390.05804,1447412997346375,619956.079274
2082,419,5735388.14223,1447412997846382,619956.673235
2083,419,5735386.27186,1447412998408889,619957.343046
2084,419,5735384.41017,1447412999033897,619958.076832
605,124,5735168.70762,1447411103763533,620405.668227
606,124,5735167.84607,1447411104201041,620403.948604
607,124,5735167.03519,1447411104638544,620402.133254
608,124,5735166.34759,1447411105076049,620400.279277
609,124,5735165.67741,1447411105513559,620398.430764
405,84,5735605.44337,1447410942636890,620527.782472
406,84,5735606.69284,1447410942949392,620529.544616
407,84,5735607.86062,1447410943324396,620531.585534
408,84,5735609.09309,1447410943699401,620533.505538
409,84,5735610.21841,1447410944074406,620535.513406
2290,461,5736058.6945,1447413244411633,620036.247902
2291,461,5736061.23381,1447413244661632,620035.857156
2292,461,5736063.55677,1447413244911639,620035.436511
2293,461,5736066.03567,1447413245161638,620035.094406
